kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
10153827,K01079.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.29362991,9.9e-07,-9.9e-07,133.58379,0.00016,-0.00016,1.3001,0.1,-0.1,1.9879,,,1895,,,31.2,4.1,-4.1,2537.0,,,,,,217.80,,,5651.00,102.00,-102.00,4.570,0.300,-0.300,0.8300,0.1100,-0.1100,19h45m20.24s,+47d08m44.1s,15.822,
10158990,K01080.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0965841,2.3e-06,-2.3e-06,133.6136,0.0013,-0.0013,0.026,0.1,-0.1,2.0671,,,306,,,1.4,0.76,-0.76,1523.0,,,,,,44.80,,,5249.00,86.00,-86.00,4.500,0.300,-0.300,0.8200,0.3900,-0.3900,19h51m09.12s,+47d06m03.9s,14.867,
5446285,K00142.01,Kepler-88 b,CONFIRMED,CANDIDATE,,,,,,10.916386,1.4e-05,-1.4e-05,133.01905,0.00047,-0.00047,0.38,0.22,-0.22,3.4511,,,1457,,,3.78,0.2,-0.2,791.0,,,,,,45.60,,,5621.00,50.00,-50.00,4.470,0.100,-0.100,0.9970,0.0450,-0.0450,19h24m35.54s,+40d40m09.8s,13.113,
10149023,K01081.01,,CANDIDATE,CANDIDATE,,,,,,9.955121,9.5e-05,-9.5e-05,134.3343,0.0035,-0.0035,0.22,0.67,-0.67,3.2651,,,516,,,2.2,1.1,-1.1,879.0,,,,,,32.30,,,6129.00,113.00,-113.00,4.490,0.300,-0.300,0.9800,0.4600,-0.4600,19h39m04.45s,+47d07m58.0s,15.220,
10141900,K01082.01,,CANDIDATE,CANDIDATE,,,,,,6.503227,6.8e-05,-6.8e-05,135.2694,0.0046,-0.0046,0.03,0.32,-0.32,2.5545,,,418,,,1.46,0.65,-0.65,772.0,,,,,,20.50,,,5194.00,97.00,-97.00,4.630,0.300,-0.300,0.7300,0.3100,-0.3100,19h28m34.67s,+47d09m26.5s,15.692,
10141900,K01082.02,,CANDIDATE,CANDIDATE,,,,,,4.096729,5e-05,-5e-05,133.0932,0.0049,-0.0049,0.33,0.32,-0.32,2.0704,,,290,,,1.23,0.55,-0.55,900.0,,,,,,18.40,,,5194.00,97.00,-97.00,4.630,0.300,-0.300,0.7300,0.3100,-0.3100,19h28m34.67s,+47d09m26.5s,15.692,
10141900,K01082.03,Kepler-763 b,CONFIRMED,CANDIDATE,,,,,,1.196577,1.7e-05,-1.7e-05,132.5227,0.0024,-0.0024,0.53,0.61,-0.61,1.2406,,,190,,,1.02,0.46,-0.46,1347.0,,,,,,17.70,,,5194.00,97.00,-97.00,4.630,0.300,-0.300,0.7300,0.3100,-0.3100,19h28m34.67s,+47d09m26.5s,15.692,
10157458,K01083.01,Kepler-764 b,CONFIRMED,CANDIDATE,,,,,,7.33674,0.00013,-0.00013,138.5856,0.0057,-0.0057,0.71,0.39,-0.39,3.4844,,,349,,,1.8,1.2,-1.2,886.0,,,,,,23.40,,,5804.00,101.00,-101.00,4.540,0.300,-0.300,0.8700,0.5800,-0.5800,19h49m34.37s,+47d09m52.7s,15.302,
10148521,K01084.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.2042737,1.9e-06,-1.9e-06,134.05702,0.00093,-0.00093,0.48,0.76,-0.76,1.4012,,,213,,,1.24,0.71,-0.71,1538.0,,,,,,44.40,,,5651.00,84.00,-84.00,4.560,0.300,-0.300,0.8400,0.3100,-0.3100,19h38m23.07s,+47d11m50.8s,14.415,
5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.3840538,3.9e-06,-3.9e-06,171.5829,0.0011,-0.0011,0.02,0.11,-0.11,2.2918,,,1498,,,2.5,1.2,-1.2,983.0,,,,,,73.70,,,4796.00,71.00,-71.00,4.620,0.300,-0.300,0.6690,0.0180,-0.0180,19h58m34.28s,+40d41m28.5s,15.836,
10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,,,,,,4.901467,3.9e-05,-3.9e-05,138.6039,0.0026,-0.0026,0.924,0.1,-0.1,4.41,,,140,,,1.71,0.17,-0.17,1165.0,,,,,,57.60,,,5949.00,50.00,-50.00,4.370,0.100,-0.100,1.1800,0.1100,-0.1100,19h48m06.78s,+48d12m31.0s,12.487,
5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,,,,,,7.953558,6.5e-05,-6.5e-05,174.661,0.0027,-0.0027,0.5,0.65,-0.65,2.6453,,,895,,,1.99,0.24,-0.24,662.0,,,,,,47.50,,,4921.00,84.00,-84.00,4.670,0.300,-0.300,0.6610,0.0230,-0.0230,19h24m38.11s,+40d45m01.0s,15.660,
5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,,,,,,4.144538,5e-05,-5e-05,135.9263,0.0041,-0.0041,0.41,0.71,-0.71,2.209,,,379,,,1.28,0.16,-0.16,823.0,,,,,,25.90,,,4921.00,84.00,-84.00,4.670,0.300,-0.300,0.6610,0.0230,-0.0230,19h24m38.11s,+40d45m01.0s,15.660,
5534814,K00838.01,,CANDIDATE,CANDIDATE,,,,,,4.8593843,3.8e-06,-3.8e-06,173.01083,0.00026,-0.00026,0.998,0.1,-0.1,2.2473,,,5711,,,13.2,6.9,-6.9,1107.0,,,,,,284.20,,,6045.00,127.00,-127.00,4.470,0.300,-0.300,0.9800,0.4500,-0.4500,19h28m51.45s,+40d45m35.1s,15.311,
5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.4467361,1.4e-06,-1.4e-06,170.66896,0.00038,-0.00038,1.11,0.68,-0.68,3.2701,,,3338,,,18,11,-11,1251.0,,,,,,371.30,,,5741.00,99.00,,4.560,0.300,-0.300,0.8500,0.3000,-0.3000,19h55m50.67s,+40d51m46.1s,15.021,
5651104,K00840.01,Kepler-695 b,CONFIRMED,FALSE POSITIVE,,,,,,3.0403293,1.1e-06,-1.1e-06,169.94833,0.0001,-0.0001,0.714,0.1,-0.1,1.8021,,,9577,,,7.7,3.8,-3.8,979.0,,,,,,867.60,,,5004.00,75.00,-75.00,4.580,0.300,-0.300,0.7300,0.3600,-0.3600,19h57m15.86s,+40d49m20.6s,15.028,
5792202,K00841.01,Kepler-27 b,CONFIRMED,NOT DISPOSITIONED,,,,,,15.335244,3.8e-05,-3.8e-05,174.002,0.0011,-0.0011,0.839,0.1,-0.1,3.9354,,,2968,,,5.72,0.26,-0.26,656.0,,,,,,100.00,,,5399.00,60.00,-60.00,4.510,0.200,-0.200,0.9190,0.0410,-0.0410,19h28m56.82s,+41d05m09.2s,15.855,
5792202,K00841.02,Kepler-27 c,CONFIRMED,NOT DISPOSITIONED,,,,,,31.330554,7.3e-05,-7.3e-05,153.4291,0.0012,-0.0012,0.836,0.1,-0.1,5.2233,,,4889,,,7.34,0.34,-0.34,518.0,,,,,,156.20,,,5399.00,60.00,-60.00,4.510,0.200,-0.200,0.9190,0.0410,-0.0410,19h28m56.82s,+41d05m09.2s,15.855,
5792202,K00841.03,,CANDIDATE,CANDIDATE,,,,,,6.546303,4e-05,-4e-05,133.854,0.0028,-0.0028,0.804,0.1,-0.1,2.9571,,,747,,,2.8,0.14,-0.14,876.0,,,,,,38.00,,,5399.00,60.00,-60.00,4.510,0.200,-0.200,0.9190,0.0410,-0.0410,19h28m56.82s,+41d05m09.2s,15.855,
5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,,,,,,12.71807,7.5e-05,-7.5e-05,175.354,0.002,-0.002,0.32,0.95,-0.95,3.1446,,,1185,,,2.17,0.39,-0.39,548.0,,,,,,60.70,,,4709.00,63.00,-63.00,4.640,0.300,-0.300,0.6480,0.0160,-0.0160,19h31m39.15s,+41d03m39.3s,15.389,
9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,,,,,,6.581501,1.7e-05,-1.7e-05,174.78619,0.00076,-0.00076,0.03,0.36,-0.36,3.0976,,,2274,,,3.4,3.8,-3.8,775.0,,,,,,143.80,,,5058.00,103.00,-103.00,4.560,0.300,-0.300,0.7500,0.8200,-0.8200,19h49m15.84s,+46d01m23.7s,15.471,
9941662,K00013.01,Kepler-13 b,CONFIRMED,NOT DISPOSITIONED,,,,,,1.7635877,1e-06,-1e-06,120.565126,1e-05,-1e-05,0.35,0.1,-0.1,3.1666,,,4633,,,23,16,-16,3370.0,,,,,,5153.90,,,9071.00,200.00,-200.00,3.930,0.300,-0.300,2.7000,1.9000,-1.9000,19h07m53.09s,+46d52m06.1s,9.958,
11359879,K00128.01,Kepler-15 b,CONFIRMED,NOT DISPOSITIONED,,,,,,4.94278327,9.3e-07,-9.3e-07,136.329004,6.7e-05,-6.7e-05,0.599,0.1,-0.1,3.382,,,10877,,,11.97,0.85,-0.85,1097.0,,,,,,2025.40,,,5786.00,50.00,-50.00,4.420,0.100,-0.100,1.0900,0.0780,-0.0780,19h44m48.14s,+49d08m24.4s,13.758,
9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,,,,,,2.382666,1.3e-05,-1.3e-05,170.6632,0.0013,-0.0013,0.54,0.26,-0.26,1.8525,,,672,,,2,2.2,-2.2,1079.0,,,,,,55.70,,,5058.00,103.00,-103.00,4.560,0.300,-0.300,0.7500,0.8200,-0.8200,19h49m15.84s,+46d01m23.7s,15.471,
9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,,,,,,24.66454,0.00011,-0.00011,189.0203,0.0013,-0.0013,0.84,0.11,-0.11,2.9456,,,2417,,,4.2,4.7,-4.7,498.0,,,,,,84.60,,,5058.00,103.00,-103.00,4.560,0.300,-0.300,0.7500,0.8200,-0.8200,19h49m15.84s,+46d01m23.7s,15.471,
9512687,K00942.01,Kepler-735 b,CONFIRMED,CANDIDATE,,,,,,11.515093,4.7e-05,-4.7e-05,174.8597,0.0014,-0.0014,0.71,0.73,-0.73,2.0548,,,1370,,,2.7,1.2,-1.2,612.0,,,,,,66.20,,,5070.00,84.00,-84.00,4.660,0.300,-0.300,0.6900,0.0780,-0.0780,18h58m45.33s,+46d10m20.1s,15.386,
9513865,K00943.01,Kepler-736 b,CONFIRMED,CANDIDATE,,,,,,3.601449,1.8e-05,-1.8e-05,171.9918,0.0015,-0.0015,0.24,0.99,-0.99,2.2486,,,830,,,2.1,1.1,-1.1,963.0,,,,,,58.00,,,5273.00,86.00,-86.00,4.630,0.300,-0.300,0.7400,0.3900,-0.3900,19h01m33.92s,+46d10m51.4s,15.733,
9595686,K00944.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.1082511,5.9e-06,-5.9e-06,170.24404,0.00058,-0.00058,0.896,0.1,-0.1,2.5337,,,1880,,,4.4,2.5,-2.5,1086.0,,,,,,173.70,,,5303.00,82.00,-82.00,4.490,0.300,-0.300,0.8400,0.4700,-0.4700,19h39m11.94s,+46d12m27.2s,15.361,
9605514,K00945.01,Kepler-1666 b,CONFIRMED,CANDIDATE,,,,,,25.84723,0.00045,-0.00045,188.8755,0.0051,-0.0051,0.56,0.17,-0.17,6.1635,,,532,,,2.55,0.96,-0.96,680.0,,,,,,31.20,,,6317.00,119.00,-119.00,4.440,0.300,-0.300,1.0700,0.4000,-0.4000,19h51m48.38s,+46d15m53.0s,15.083,
9605514,K00945.02,Kepler-1666 c,CONFIRMED,CANDIDATE,,,,,,40.71652,0.00065,-0.00065,146.3595,0.0056,-0.0056,0.6,0.15,-0.15,7.0083,,,705,,,3,1.1,-1.1,585.0,,,,,,36.10,,,6317.00,119.00,-119.00,4.440,0.300,-0.300,1.0700,0.4000,-0.4000,19h51m48.38s,+46d15m53.0s,15.083,
9661877,K00946.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,20.427241,5.9e-05,-5.9e-05,176.7165,0.0019,-0.0019,1.04,0.86,-0.86,2.7027,,,1259,,,9.4,5.8,-5.8,663.0,,,,,,51.40,,,5993.00,124.00,-124.00,4.510,0.300,-0.300,0.9300,0.3900,-0.3900,19h46m38.20s,+46d22m55.8s,15.163,
10118816,K01085.01,,CANDIDATE,CANDIDATE,,,,,,7.71797,0.00014,-0.00014,139.1551,0.0066,-0.0066,0.84,0.63,-0.63,2.1016,,,307,,,1.06,0.31,-0.31,519.0,,,,,,15.10,,,4072.00,74.00,-74.00,4.740,0.300,-0.300,0.5260,0.0100,-0.0100,18h44m12.03s,+47d11m17.3s,15.233,
10122255,K01086.01,Kepler-765 b,CONFIRMED,CANDIDATE,,,,,,27.66556,0.00045,-0.00045,144.8677,0.006,-0.006,0.51,0.18,-0.18,6.7058,,,439,,,2.27,0.93,-0.93,644.0,,,,,,44.30,,,6058.00,88.00,-88.00,4.410,0.300,-0.300,1.0500,0.4300,-0.4300,18h52m44.30s,+47d09m20.4s,14.609,
3124412,K01087.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9489512,1.1e-06,-1.1e-06,134.36725,0.00034,-0.00034,1.229,0.1,-0.1,3.903,,,3505,,,35,15,-15,2037.0,,,,,,334.60,,,6269.00,157.00,-157.00,4.410,0.300,-0.300,1.0800,0.4500,-0.4500,19h32m58.52s,+38d16m23.8s,14.909,
3113266,K01088.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.49793081,1.1e-07,-1.1e-07,133.34179,0.0001,-0.0001,0.97,0.34,-0.34,0.9577,,,5131,,,9.2,5.2,-5.2,1890.0,,,,,,453.70,,,5346.00,81.00,-81.00,4.590,0.300,-0.300,0.7700,0.3600,-0.3600,19h22m33.46s,+38d17m04.7s,15.577,
4649305,K00143.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,22.651197,1.6e-05,-1.6e-05,140.33638,0.00049,-0.00049,0.931,0.1,-0.1,3.4917,,,2330,,,8.3,4.3,-4.3,864.0,,,,,,262.40,,,6984.00,130.00,-130.00,4.300,0.300,-0.300,1.3700,0.7000,-0.7000,19h20m24.80s,+39d46m53.9s,13.682,
3247268,K01089.01,Kepler-418 b,CONFIRMED,CANDIDATE,,,,,,86.67831,0.0002,-0.0002,175.59646,0.00081,-0.00081,0.381,0.1,-0.1,10.1137,,,8117,,,9.7,5.7,-5.7,447.0,,,,,,313.30,,,6166.00,123.00,-123.00,4.420,0.300,-0.300,1.0600,0.6300,-0.6300,19h37m44.04s,+38d21m19.6s,14.696,
3247268,K01089.02,,CANDIDATE,CANDIDATE,,,,,,12.218255,3.9e-05,-3.9e-05,140.3205,0.0011,-0.0011,0.885,0.1,-0.1,2.8912,,,1807,,,5.3,3.1,-3.1,860.0,,,,,,99.50,,,6166.00,123.00,-123.00,4.420,0.300,-0.300,1.0600,0.6300,-0.6300,19h37m44.04s,+38d21m19.6s,14.696,
3232859,K01090.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,8.3872117,1.9e-06,-1.9e-06,138.90257,0.00016,-0.00016,1.21,0.98,-0.98,1.838,,,5897,,,36,21,-21,987.0,,,,,,456.40,,,6278.00,96.00,-96.00,4.430,0.300,-0.300,1.0700,0.3900,-0.3900,19h23m26.88s,+38d21m12.9s,14.010,
3098184,K01091.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,15.23928,0.00013,-0.00013,369.561,0.0048,-0.0048,0.89,0.23,-0.23,12.7321,,,16447,,,13.2,5.1,-5.1,690.0,,,,,,155.90,,,6164.00,200.00,-200.00,4.670,0.300,-0.300,0.7900,0.3000,-0.3000,19h04m00.07s,+38d17m04.6s,15.148,
2720309,K01092.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.41333387,1.5e-07,-1.5e-07,133.21272,0.00018,-0.00018,0.34,0.64,-0.64,1.39,,,1767,,,3.8,2.2,-2.2,2351.0,,,,,,232.70,,,5890.00,119.00,-119.00,4.530,0.300,-0.300,0.9000,0.5200,-0.5200,19h32m06.03s,+37d59m33.5s,14.784,
3239636,K01093.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.52875259,9.2e-07,-9.2e-07,133.3855,0.001,-0.001,0.03,0.1,-0.1,3.4843,,,459,,,2.37,0.8,-0.8,2637.0,,,,,,147.10,,,6541.00,133.00,-133.00,4.390,0.300,-0.300,1.1700,0.2500,-0.2500,19h30m19.93s,+38d22m27.8s,14.662,
2721030,K01094.01,Kepler-766 b,CONFIRMED,CANDIDATE,,,,,,6.100295,6.6e-05,-6.6e-05,135.5846,0.0039,-0.0039,0.817,0.1,-0.1,5.0691,,,781,,,2.9,1.3,-1.3,975.0,,,,,,47.50,,,5938.00,136.00,-136.00,4.520,0.300,-0.300,0.9100,0.4000,-0.4000,19h32m44.29s,+37d58m11.4s,15.678,
11446443,K00001.01,Kepler-1 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.47061317,9e-08,-9e-08,122.7625662,9.7e-06,-9.7e-06,0.822,0.1,-0.1,1.7246,,,14284,,,14.4,1.6,-1.6,1394.0,,,,,,7856.10,,,5814.00,50.00,-50.00,4.380,0.100,-0.100,1.0600,0.1100,-0.1100,19h07m14.03s,+49d18m59.0s,11.338,
10666592,K00002.01,Kepler-2 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.20473537,1.4e-07,-1.4e-07,121.357802,1.9e-05,-1.9e-05,0.1282,0.1,-0.1,3.8775,,,6713,,,22.3,3,-3,2303.0,,,,,,5812.40,,,6264.00,50.00,-50.00,3.790,0.100,-0.100,2.7100,0.3600,-0.3600,19h28m59.35s,+47d58m10.3s,10.463,
6922244,K00010.01,Kepler-8 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.52249913,7.3e-07,-7.3e-07,121.118595,7.2e-05,-7.2e-05,0.64,0.1,-0.1,3.1984,,,9165,,,15.9,2.1,-2.1,1532.0,,,,,,2164.60,,,6025.00,112.00,-112.00,4.110,0.100,-0.100,1.5600,0.2100,-0.2100,18h45m09.15s,+42d27m03.9s,13.563,
5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,,,,,,36.06595,0.00027,-0.00027,198.5819,0.0025,-0.0025,0.42,0.88,-0.88,4.3024,,,1666,,,2.61,0.47,-0.47,387.0,,,,,,60.40,,,4709.00,63.00,-63.00,4.640,0.300,-0.300,0.6480,0.0160,-0.0160,19h31m39.15s,+41d03m39.3s,15.389,
10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,,,,,,3.179962,2.5e-05,-2.5e-05,133.5041,0.0023,-0.0023,0.932,0.1,-0.1,3.7308,,,117,,,1.58,0.15,-0.15,1345.0,,,,,,60.40,,,5949.00,50.00,-50.00,4.370,0.100,-0.100,1.1800,0.1100,-0.1100,19h48m06.78s,+48d12m31.0s,12.487,
5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,,,,,,4.1904091,5.7e-06,-5.7e-06,171.44155,0.00043,-0.00043,0.689,0.1,-0.1,2.9628,,,2876,,,5.9,2.6,-2.6,1186.0,,,,,,261.80,,,5956.00,144.00,-144.00,4.400,0.300,-0.300,1.0400,0.4500,-0.4500,19h33m59.19s,+41d08m15.3s,15.270,
6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,,,,,,3.709884,1e-05,-1e-05,171.9856,0.00085,-0.00085,0.4,0.31,-0.31,3.0893,,,2053,,,3.6,1,-1,1028.0,,,,,,123.10,,,5526.00,92.00,-92.00,4.590,0.300,-0.300,0.8000,0.2300,-0.2300,18h55m27.46s,+41d20m47.2s,15.581,
6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,,,,,,16.32986,0.00011,-0.00011,177.2907,0.0024,-0.0024,0.596,0.1,-0.1,6.0136,,,1187,,,3.5,1.4,-1.4,725.0,,,,,,82.20,,,5846.00,114.00,-114.00,4.440,0.300,-0.300,0.9800,0.4000,-0.4000,19h14m02.40s,+41d18m06.4s,15.447,
6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,,,,,,27.807543,1.4e-05,-1.4e-05,186.71296,0.00018,-0.00018,0.7844,0.1,-0.1,4.1659,,,25583,,,16.2,5.9,-5.9,586.0,,,,,,947.40,,,5923.00,116.00,-116.00,4.530,0.300,-0.300,0.9100,0.3300,-0.3300,19h47m33.17s,+41d23m45.9s,15.482,
6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,,,,,,80.87159,0.00045,-0.00045,203.8968,0.0019,-0.0019,0.632,0.1,-0.1,11.4216,,,3600,,,5.4,2.1,-2.1,391.0,,,,,,162.20,,,5738.00,91.00,-91.00,4.550,0.300,-0.300,0.8600,0.3300,-0.3300,19h08m37.03s,+41d33m56.8s,15.201,
6267425,K00848.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,3.1664653,2.1e-06,-2.1e-06,172.00174,0.00043,-0.00043,1.03,0.47,-0.47,2.3791,,,4792,,,11.5,7.9,-7.9,963.0,,,,,,209.30,,,4997.00,72.00,-72.00,4.580,0.300,-0.300,0.7300,0.4600,-0.4600,18h59m28.63s,+41d40m45.1s,15.999,
