star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 50954,HIP 50954,HD 90589,GJ 391,2MASS J10242373-7401536,1,1,1,0,0,0,0,10h24m23.74s,-74d01m53.6s,16.22,,,3.980,0.020,VT,0.370,0.020,G,F2/3IV/V,5.620,0.060,V-K
HIP 51459,HIP 51459,HD 90839,GJ 395,2MASS J10303759+5558501,1,1,1,0,1,1,0,10h30m37.76s,+55d58m50.2s,12.78,,,4.820,0.020,VT,0.540,0.010,G,F8V,1.680,0.060,V-K
HIP 51986 A,HIP 51986 A,HD 92139,,2MASS J10371812-4813321 A,1,1,0,0,0,0,0,10h37m18.26s,-48d13m32.2s,26.84,0.27,-0.27,3.830,0.020,VT-G,0.300,0.020,BVT-G-Blue,A3MF0-F2,17.250,0.060,V-K
HIP 53229,HIP 53229,HD 94264,,2MASS J10531870+3412538,1,1,0,0,0,0,0,10h53m18.64s,+34d12m56.0s,29.09,0.29,-0.29,3.790,0.020,VT,1.040,0.010,G,K0III-IV,30.730,0.060,V-K
HIP 53253,HIP 53253,HD 94510,GJ 404.1,2MASS J10532966-5851113,1,1,0,0,0,0,0,10h53m29.57s,-58d51m11.8s,29.13,,,3.780,0.000,G,0.950,0.010,G,K1III,28.480,0.050,V-K
47 UMa,HIP 53721,HD 95128,GJ 407,2MASS J10592802+4025485,1,1,1,0,1,1,3,10h59m28.22s,+40d25m48.4s,14.06,,,5.030,0.020,VT,0.610,0.020,BVT-Red,G0V,1.710,0.100,B-V
HIP 53910,HIP 53910,HD 95418,GJ 9343,2MASS J11015046+5622566,1,1,0,0,1,0,0,11h01m50.39s,+56d22m56.4s,24.45,,,2.350,0.000,VT,0.030,0.000,BVT-Blue,A1V,74.990,0.050,V-K
HIP 54182,HIP 54182,HD 96097,,2MASS J11050103+0720096,1,1,0,0,0,0,0,11h05m01.23s,+07d20m10.0s,28.99,0.29,-0.29,4.620,0.020,VT,0.330,0.010,G,F2III-IVvar,9.890,0.040,V-K
HIP 54872,HIP 54872,HD 97603,GJ 419,2MASS J11140651+2031258,1,1,0,0,1,0,0,11h14m06.41s,+20d31m26.5s,17.91,,,2.560,0.010,G,0.130,0.010,G,A4V,25.780,0.050,V-K
HIP 55642 A,HIP 55642 A,HD 99028,GJ 426.1 A,2MASS J11235546+1031459 A,1,1,0,0,0,0,0,11h23m55.37s,+10d31m46.9s,23.67,0.48,-0.46,4.000,0.010,G,0.420,0.020,G,F2IVSB,12.080,0.110,V-K
HIP 55705,HIP 55705,HD 99211,,2MASS J11245298-1741025,1,1,0,0,0,0,0,11h24m52.98s,-17d41m02.5s,25.24,0.25,-0.25,4.070,0.020,VT,0.220,0.010,G,A9V,12.300,0.100,B-V
HD 99492,HIP 55848,HD 99492,GJ 429 B,2MASS J11264627+0300229,1,1,0,0,0,1,1,11h26m46.70s,+03d00m21.1s,17.96,0.56,-0.52,7.530,0.010,Koen,1.020,0.010,Koen,K2/4,0.340,0.070,V-K
HIP 56452,HIP 56452,HD 100623,GJ 432 A,2MASS J11342953-3249533,1,0,1,1,0,1,0,11h34m29.95s,-32d50m00.0s,9.56,,,5.960,0.020,VT,0.810,0.010,G,K0V,0.620,0.060,V-K
HIP 56997,HIP 56997,HD 101501,GJ 434,2MASS J11410301+3412064,1,1,1,1,1,1,0,11h41m03.03s,+34d12m09.2s,9.61,,,5.310,0.020,VT,0.720,0.010,G,G8Vvar,0.650,0.060,V-K
HD 102365,HIP 57443,HD 102365,GJ 442 A,2MASS J11463107-4030013,1,1,1,1,0,1,1,11h46m32.25s,-40d30m04.8s,9.22,,,4.890,0.000,G,0.660,0.000,G,G3/5V,0.860,0.050,V-K
HIP 57632,HIP 57632,HD 102647,GJ 448,2MASS J11490366+1434197,1,1,1,0,1,0,0,11h49m03.88s,+14d34m20.4s,11.00,0.11,-0.11,2.140,0.000,G,0.090,0.000,G,A3Vvar,14.580,0.020,V-K
HIP 57757,HIP 57757,HD 102870,GJ 449,2MASS J11504173+0145528,1,1,1,0,1,1,0,11h50m41.29s,+01d45m55.4s,10.93,,,3.590,0.010,G,0.520,0.020,G,F9V,3.790,0.050,V-K
HIP 58001,HIP 58001,HD 103287,,2MASS J11534983+5341408,1,1,0,0,1,0,0,11h53m49.74s,+53d41m41.0s,25.50,0.26,-0.25,2.390,0.020,VT,0.050,0.020,BVT-Blue,A0VSB,74.950,0.070,V-K
HIP 58576,HIP 58576,HD 104304,GJ 454,2MASS J12004444-1026452,1,0,1,0,0,1,0,12h00m44.37s,-10d26m41.4s,12.76,,,5.530,0.020,VT,0.770,0.020,BVT-G-Red,G8IV,0.930,0.060,V-K
HIP 59072,HIP 59072,HD 105211,GJ 455.2,2MASS J12065290-6436494,1,1,0,0,0,0,0,12h06m52.85s,-64d36m49.1s,19.76,,,4.140,0.020,VT,0.350,0.010,G,F0IV,7.120,0.060,V-K
HIP 59199,HIP 59199,HD 105452,GJ 455.3,2MASS J12082481-2443440,1,1,1,0,1,0,0,12h08m24.75s,-24d43m43.6s,14.94,,,4.020,0.010,G,0.330,0.020,G,F0IV/V,4.560,0.050,V-K
HIP 59774,HIP 59774,HD 106591,GJ 459,2MASS J12152554+5701575,1,1,0,0,1,0,0,12h15m25.45s,+57d01m57.4s,24.69,,,3.280,0.020,VT,0.080,0.010,G,A3Vvar,26.090,0.060,V-K
HIP 60729,HIP 60729,HD 108309,GJ 9406,2MASS J12264817-4854472,1,0,0,1,0,0,0,12h26m48.71s,-48d54m46.8s,26.61,0.27,-0.26,6.250,0.000,G,0.670,0.000,G,G3/5V,2.020,0.030,V-K
HIP 60965,HIP 60965,HD 108767,,2MASS J12295187-1630552,1,1,0,0,1,0,0,12h29m51.98s,-16d30m54.3s,26.63,,,2.930,0.020,VT,-0.010,0.020,BVT-Blue,B9.5V,57.790,0.060,V-K
HIP 61084,HIP 61084,HD 108903,GJ 470,2MASS J12310993-5706474,1,1,0,0,0,0,0,12h31m09.93s,-57d06m45.2s,27.15,,,1.650,0.010,VT,1.520,0.010,BVT-G-Red,M4III,878.370,0.090,V-K
HIP 61174,HIP 61174,HD 109085,GJ 471.2,2MASS J12320424-1611455,1,1,0,0,1,0,0,12h32m04.48s,-16d11m45.1s,18.28,,,4.300,0.010,G,0.390,0.010,G,F2V,5.240,0.050,V-K
HIP 61317,HIP 61317,HD 109358,GJ 475,2MASS J12334454+4121270,1,1,1,0,0,1,0,12h33m45.09s,+41d21m24.4s,8.44,,,4.240,0.020,VT,0.590,0.010,G,G0V,1.270,0.060,V-K
HIP 61941 A,HIP 61941 A,HD 110379,GJ 482 A,2MASS J12413962-0126580 A,1,1,1,0,0,0,0,12h41m40.00s,-01d26m58.3s,11.68,0.12,-0.12,3.440,0.020,VT-G,0.360,0.020,BVT-G-Blue,F1V,5.280,0.060,V-K
HIP 62145,HIP 62145,HD 110833,GJ 483,2MASS J12441457+5145336,1,0,0,1,0,0,0,12h44m14.90s,+51d45m35.1s,14.88,0.15,-0.15,7.010,0.020,VT,0.940,0.010,G,K3V,0.380,0.050,V-K
HIP 62956,HIP 62956,HD 112185,,2MASS J12540170+5557349,1,1,0,0,0,0,0,12h54m01.63s,+55d57m35.4s,25.31,0.26,-0.25,1.760,0.000,G,-0.020,0.000,G,A0p,134.690,0.050,V-K
HIP 63613,HIP 63613,HD 112985,,2MASS J13021624-7132554,1,1,0,0,0,0,0,13h02m15.78s,-71d32m55.7s,27.87,0.28,-0.28,3.600,0.020,VT,1.190,0.020,BVT-Red,K2III,47.110,0.110,B-V
HIP 64241,HIP 64241,HD 114378,GJ 501 A,2MASS J13095936+1731456 A,1,1,0,0,0,0,0,13h09m59.55s,+17d31m44.8s,17.83,0.36,-0.35,4.320,0.010,G,0.460,0.010,G,F5V,5.060,0.060,V-K
HIP 64394,HIP 64394,HD 114710,GJ 502,2MASS J13115238+2752411,1,1,1,0,0,1,0,13h11m52.92s,+27d52m33.7s,9.13,,,4.240,0.020,VT,0.570,0.010,G,G0V,1.480,0.060,V-K
HD 114613,HIP 64408,HD 114613,GJ 501.2,2MASS J13120320-3748110,1,1,0,0,0,1,1,13h12m03.47s,-37d48m11.3s,20.67,0.21,-0.20,4.840,0.020,VT-G,0.700,0.020,BVT-G-Red,G3V,4.480,0.060,V-K
HIP 64583,HIP 64583,HD 114837,GJ 503 A,2MASS J13141513-5906114 A,1,1,0,0,0,0,0,13h14m15.43s,-59d06m10.3s,18.20,0.18,-0.18,4.910,0.020,VT,0.470,0.020,BVT-G-Blue,F5V,3.130,0.060,V-K
61 Vir,HIP 64924,HD 115617,GJ 506,2MASS J13182443-1818387,1,1,1,0,1,1,3,13h18m24.97s,-18d18m31.0s,8.56,,,4.740,0.000,G,0.710,0.010,G,G5V,0.870,0.100,B-V
HIP 65109,HIP 65109,HD 115892,GJ 508.1,2MASS J13203582-3642443,1,1,0,0,0,0,0,13h20m36.07s,-36d42m43.5s,18.02,,,2.720,0.020,VT,0.070,0.020,BVT-Blue,A2V,26.990,0.060,V-K
HIP 65352,HIP 65352,HD 116442,GJ 3781 A,2MASS J13233916+0243239,1,0,0,1,0,0,0,13h23m39.15s,+02d43m22.2s,15.45,0.32,-0.30,7.060,0.010,G,0.780,0.020,G,G8/K0V,0.360,0.060,V-K
HIP 65378 A,HIP 65378 A,HD 116656,GJ 3783 A,2MASS J13235563+5455292,1,1,0,0,0,0,0,13h23m55.42s,+54d55m31.5s,26.31,1.10,-1.01,2.220,0.000,VT,0.050,0.000,BVT-Blue,A2V,83.790,0.120,V-K
HIP 65477,HIP 65477,HD 116842,GJ 3785,2MASS J13251353+5459165,1,1,0,0,0,0,0,13h25m13.42s,+54d59m16.8s,25.06,,,3.980,0.020,VT,0.170,0.010,G,A5VSB,13.470,0.060,V-K
HIP 65530,HIP 65530,HD 117043,GJ 511.1,2MASS J13255983+6315406,1,0,0,1,0,0,0,13h26m00.37s,+63d15m38.7s,21.17,0.21,-0.21,6.500,0.000,G,0.740,0.000,G,G6V,1.060,0.020,V-K
HIP 66249,HIP 66249,HD 118098,GJ 3792,2MASS J13344160-0035450,1,1,0,0,0,0,0,13h34m41.75s,-00d35m45.4s,22.71,,,3.380,0.000,G,0.110,0.000,G,A0/1IV,19.740,0.050,V-K
HIP 67153,HIP 67153,HD 119756,GJ 525.1,2MASS J13454130-3302372,1,1,0,0,0,0,0,13h45m41.57s,-33d02m36.1s,19.40,,,4.230,0.020,VT,0.370,0.020,BVT-G-Blue,F3V,6.360,0.060,V-K
tau Boo,HIP 67275,HD 120136,GJ 527 A,2MASS J13471581+1727249 A,1,1,1,0,1,1,1,13h47m16.04s,+17d27m24.4s,15.62,,,4.480,0.020,VT,0.510,0.000,G,F7V,3.350,0.060,V-K
HIP 67927,HIP 67927,HD 121370,GJ 534,2MASS J13544106+1823514,1,1,1,0,0,0,0,13h54m41.12s,+18d23m54.9s,11.40,0.12,-0.11,2.680,0.000,G,0.580,0.000,G,G0IV,9.600,0.060,V-K
HIP 68933,HIP 68933,HD 123139,GJ 539,2MASS J14064097-3622113,1,1,0,0,0,0,0,14h06m41.32s,-36d22m07.3s,18.03,,,2.060,0.010,G,1.010,0.010,G,K0IIIB,58.340,0.050,V-K
HIP 69673 A,HIP 69673 A,HD 124897,GJ 541,2MASS J14153968+1910558 A,1,1,0,0,0,0,0,14h15m40.35s,+19d11m14.2s,11.26,0.11,-0.11,-0.050,0.000,G,1.240,0.010,G,K2IIIp,235.320,0.100,B-V
HIP 69701,HIP 69701,HD 124850,GJ 9473,2MASS J14160086-0600016,1,1,0,0,0,0,0,14h16m00.88s,-05d59m58.3s,22.24,,,4.070,0.020,VT,0.510,0.010,G,F6III,10.090,0.100,V-K
HIP 70497,HIP 70497,HD 126660,GJ 549 A,2MASS J14251181+5151029,1,1,1,0,1,0,0,14h25m12.02s,+51d51m06.2s,14.53,,,4.040,0.020,VT,0.500,0.010,G,F7V,4.420,0.100,V-K
HIP 71075,HIP 71075,HD 127762,,2MASS J14320470+3818294,1,1,0,0,0,0,0,14h32m04.76s,+38d18m28.4s,26.61,,,3.040,0.000,G,0.190,0.010,G,A7IIIvar,35.470,0.050,V-K
HIP 71284,HIP 71284,HD 128167,GJ 557,2MASS J14344080+2944422,1,1,1,0,1,1,0,14h34m40.69s,+29d44m41.3s,15.83,,,4.470,0.000,G,0.360,0.010,G,F3Vwvar,3.420,0.050,V-K
HD 128311,HIP 71395,HD 128311,GJ 3860,2MASS J14360055+0944474,1,0,1,0,0,1,2,14h36m00.44s,+09d44m49.7s,16.50,0.17,-0.16,7.490,0.020,VT,0.970,0.000,G,K0,0.320,0.060,V-K
alf Cen B,HIP 71681,HD 128621,GJ 559 B,2MASS J14393592-6050069 B,1,1,1,1,0,0,0,14h39m39.39s,-60d50m22.1s,1.34,,,1.350,0.010,G,0.900,0.020,G,K0V,0.520,0.050,V-K
alf Cen A,HIP 71683,HD 128620,GJ 559 A,2MASS J14393592-6050069 A,1,1,1,1,0,0,0,14h39m40.90s,-60d50m06.5s,1.34,,,-0.010,0.030,G,0.710,0.040,G,G2.0V,1.610,0.070,V-K
HIP 71908,HIP 71908,HD 128898,GJ 560 A,2MASS J14423039-6458305,1,1,1,0,0,0,0,14h42m30.69s,-64d58m28.5s,16.57,,,3.160,0.020,VT,0.260,0.010,G,APSREU(CR),12.530,0.060,V-K
HIP 71957,HIP 71957,HD 129502,GJ 9491,2MASS J14430363-0539291,1,1,0,0,1,0,0,14h43m03.56s,-05d39m26.7s,18.27,,,3.860,0.020,VT,0.390,0.010,G,F2V,8.020,0.060,V-K
HIP 72622,HIP 72622,HD 130841,GJ 564.1,2MASS J14505274-1602302,1,1,0,0,0,0,0,14h50m52.78s,-16d02m29.8s,23.24,,,2.750,0.000,G,0.150,0.010,G,A3III/V,36.160,0.050,V-K
HIP 72659 A,HIP 72659 A,HD 131156 A,GJ 566 A,2MASS J14512328+1906034 A,1,1,1,1,0,1,0,14h51m23.28s,+19d06m02.3s,6.78,0.07,-0.07,4.670,0.020,VT,0.720,0.020,G,G7.0V,0.650,0.060,V-K
HIP 72848,HIP 72848,HD 131511,GJ 567,2MASS J14532374+1909104,1,0,1,1,0,0,0,14h53m24.04s,+19d09m08.2s,11.51,0.12,-0.11,6.000,0.020,VT,0.840,0.010,G,K2V,0.540,0.100,B-V
HIP 73165,HIP 73165,HD 132052,GJ 9503,2MASS J14571101-0420473,1,1,0,0,0,0,0,14h57m11.06s,-04d20m45.9s,26.90,0.27,-0.27,4.460,0.020,VT,0.320,0.010,G,F2V,9.790,0.060,V-K
HIP 73184,HIP 73184,HD 131977,GJ 570 A,2MASS J14572788-2124526,1,1,1,1,1,1,0,14h57m27.35s,-21d24m40.6s,5.86,0.06,-0.06,5.720,0.010,G,1.020,0.020,G,K4.0V,0.290,0.100,V-K
HIP 73695 A,HIP 73695 A,HD 133640,GJ 575 A,2MASS J15034736+4739152 A,1,1,1,1,0,0,0,15h03m47.68s,+47d39m14.5s,12.51,0.26,-0.25,4.830,0.000,G,0.650,0.000,G,G2V+G2V,1.740,0.070,V-K
HD 134987,HIP 74500,HD 134987,GJ 579.4,2MASS J15132869-2518335,1,1,1,0,0,1,2,15h13m28.93s,-25d18m33.0s,26.21,0.53,-0.51,6.460,0.020,VT,0.710,0.020,BVT-G-Red,G5V,1.630,0.060,V-K
HD 136352,HIP 75181,HD 136352,GJ 582,2MASS J15214824-4819032,1,0,1,0,0,1,3,15h21m49.57s,-48d19m01.1s,14.81,0.15,-0.15,5.650,0.000,G,0.640,0.000,G,G3/5V,1.090,0.050,V-K
HIP 75312 A,HIP 75312 A,HD 137107,GJ 584 A,2MASS J15231232+3017162 A,1,0,0,1,0,0,0,15h23m12.23s,+30d17m17.7s,17.86,0.18,-0.18,5.580,0.020,VT,0.550,0.020,BVT-Red,G2V,1.640,0.110,B-V
HIP 76267,HIP 76267,HD 139006,GJ 9524,2MASS J15344125+2642529,1,1,0,0,0,0,0,15h34m41.19s,+26d42m53.7s,23.01,0.23,-0.23,2.210,0.000,VT,0.030,0.000,BVT-Blue,A0V,70.810,0.050,V-K
HIP 76829,HIP 76829,HD 139664,GJ 594,2MASS J15411138-4439401,1,1,0,0,0,0,0,15h41m11.52s,-44d39m38.0s,17.44,,,4.630,0.020,VT,0.410,0.010,G,F3/5V,3.580,0.060,V-K
HIP 77070,HIP 77070,HD 140573,GJ 596.2,2MASS J15441605+0625324,1,1,0,0,0,0,0,15h44m16.00s,+06d25m31.9s,22.68,,,2.610,0.020,VT,1.170,0.020,G,K2III,58.780,0.060,V-K
HIP 77257,HIP 77257,HD 141004,GJ 598,2MASS J15462661+0721109,1,1,1,1,1,1,0,15h46m26.75s,+07d21m11.7s,12.12,,,4.410,0.020,VT,0.600,0.010,G,G0Vvar,2.220,0.060,V-K
HIP 77622,HIP 77622,HD 141795,GJ 3921,2MASS J15504895+0428399,1,1,0,0,0,0,0,15h50m48.89s,+04d28m39.3s,21.60,,,3.710,0.010,G,0.150,0.010,G,Am(kA2hA5mA7V),12.880,0.100,B-V
HIP 77760,HIP 77760,HD 142373,GJ 602,2MASS J15524052+4227052,1,1,1,0,1,1,0,15h52m40.19s,+42d27m00.0s,15.89,,,4.600,0.020,VT,0.560,0.010,G,F9V,3.260,0.060,V-K
HIP 77952,HIP 77952,HD 141891,GJ 601 A,2MASS J15550857-6325507,1,1,1,0,0,0,0,15h55m08.81s,-63d25m47.1s,12.38,,,2.810,0.020,VT,0.320,0.000,G,F0III/IV,9.430,0.060,V-K
HIP 78072,HIP 78072,HD 142860,GJ 603,2MASS J15562720+1539413,1,1,1,1,1,1,0,15h56m26.99s,+15d39m53.0s,11.25,,,3.850,0.000,G,0.480,0.010,G,F6V,3.130,0.050,V-K
HIP 78527,HIP 78527,HD 144284,GJ 609.1,2MASS J16015340+5833544,1,1,0,0,0,0,0,16h01m53.70s,+58d33m52.0s,21.03,,,3.990,0.020,VT,0.530,0.010,G,F8IV-V,14.840,0.060,V-K
14 Her,HIP 79248,HD 145675,GJ 614,2MASS J16102432+4349037,1,1,1,0,0,1,1,16h10m24.21s,+43d49m06.1s,17.57,0.18,-0.17,6.610,0.020,VT,0.880,0.010,G,K0V,0.700,0.040,V-K
HIP 79672,HIP 79672,HD 146233,GJ 616,2MASS J16153726-0822096,1,0,1,0,0,1,0,16h15m37.13s,-08d22m05.7s,13.90,0.14,-0.14,5.500,0.020,VT,0.650,0.010,G,G5V,1.110,0.100,B-V
HIP 80331,HIP 80331,HD 148387,GJ 624.1 A,2MASS J16235949+6130509 A,1,1,0,0,0,0,0,16h23m59.51s,+61d30m50.7s,28.23,,,2.730,0.000,G,0.910,0.000,G,G8III,68.790,0.050,V-K
HD 147513,HIP 80337,HD 147513,GJ 620.1 A,2MASS J16240128-3911346,1,0,1,0,0,1,1,16h24m01.24s,-39d11m34.8s,12.78,,,5.370,0.020,VT,0.630,0.010,G,G3/5V,1.030,0.060,V-K
HIP 80686,HIP 80686,HD 147584,GJ 624,2MASS J16282814-7005037,1,1,1,0,0,0,0,16h28m27.80s,-70d05m04.8s,12.12,0.12,-0.12,4.900,0.010,G,0.560,0.020,G,G0V,1.410,0.100,B-V
HD 150706,HIP 80902,HD 150706,GJ 632,2MASS J16311760+7947232,1,1,0,0,0,1,1,16h31m17.27s,+79d47m24.0s,28.22,0.29,-0.28,7.020,0.020,VT,0.610,0.010,G,G0,1.110,0.050,V-K
HIP 81300,HIP 81300,HD 149661,GJ 631,2MASS J16362142-0219281,1,0,1,1,1,1,0,16h36m21.18s,-02d19m25.8s,9.75,,,5.760,0.020,VT,0.830,0.010,G,K1V,0.470,0.060,V-K
HIP 81693 A,HIP 81693 A,HD 150680,GJ 635 A,2MASS J16411728+3136093 A,1,1,1,0,0,0,0,16h41m17.48s,+31d36m06.8s,10.72,0.11,-0.11,2.810,0.010,G,0.650,0.010,G,F9IV,7.730,0.050,V-K
HIP 82396,HIP 82396,HD 151680,GJ 639.1,2MASS J16500982-3417355,1,1,0,0,0,0,0,16h50m10.24s,-34d17m33.4s,19.54,,,2.260,0.020,VT-G,1.180,0.020,BVT-G-Red,K2IIIB,61.070,0.060,V-K
HIP 82860,HIP 82860,HD 153597,GJ 648,2MASS J16560170+6508054,1,1,0,0,0,0,0,16h56m01.36s,+65d08m04.8s,15.26,0.15,-0.15,4.880,0.020,VT,0.480,0.010,G,F6Vvar,2.260,0.060,V-K
HIP 83000,HIP 83000,HD 153210,,2MASS J16574007+0922299,1,1,0,0,0,0,0,16h57m40.27s,+09d22m30.2s,28.04,0.28,-0.28,3.180,0.020,VT,1.160,0.020,BVT-G-Red,K2IIIvar,53.370,0.060,V-K
GJ 649,HIP 83043,,GJ 649,2MASS J16580884+2544392,1,0,1,0,0,1,1,16h58m08.92s,+25d44m43.4s,10.34,0.10,-0.10,9.660,0.010,Koen,1.480,0.010,Koen,M2,0.050,0.100,V-K
HD 154345,HIP 83389,HD 154345,GJ 651,2MASS J17023639+4704540,1,1,1,0,0,1,1,17h02m36.30s,+47d04m47.3s,18.59,0.19,-0.18,6.760,0.000,G,0.730,0.010,G,G8V,0.650,0.020,V-K
HIP 84012 A,HIP 84012 A,HD 155125,GJ 656.1 A,2MASS J17102267-1543298 A,1,1,0,0,0,0,0,17h10m22.66s,-15d43m30.5s,27.09,0.55,-0.53,2.430,0.010,G,0.060,0.010,G,A2.5VA,69.380,0.070,V-K
HIP 84143,HIP 84143,HD 155203,GJ 657,2MASS J17120920-4314212,1,1,0,0,0,0,0,17h12m09.18s,-43d14m18.6s,22.53,,,3.310,0.020,VT,0.420,0.020,BVT-Blue,F2V,20.170,0.060,V-K
HIP 84379,HIP 84379,HD 156164,GJ 3995 A,2MASS J17150190+2450212 A,1,1,0,0,0,0,0,17h15m01.92s,+24d50m22.5s,23.04,,,3.120,0.000,G,0.080,0.000,G,A3IVvSB,25.630,0.050,V-K
HIP 84405 B,HIP 84405 B,HD 155886,GJ 663 B,2MASS J17152095-2636064 B,1,1,1,1,0,0,0,17h15m21.29s,-26d36m00.2s,5.95,0.06,-0.06,4.330,0.010,G,0.860,0.010,G,K1.5V,0.690,0.100,V-K
HIP 84478,HIP 84478,HD 156026,GJ 664,2MASS J17161340-2632444,1,0,0,1,1,0,0,17h16m13.68s,-26d32m36.3s,5.95,0.06,-0.06,6.330,0.020,VT-G,1.160,0.020,BVT-G-Red,K5.0V,0.160,0.060,V-K
HIP 84709,HIP 84709,HD 156384,GJ 667 A,2MASS J17185698-3459236 A,1,0,1,0,0,0,0,17h18m56.36s,-34d59m22.5s,6.84,0.44,-0.39,6.260,0.020,VT-G,1.000,0.020,BVT-G-Red,M1.5V,0.130,0.170,V-K
HIP 84720 A,HIP 84720 A,HD 156274,GJ 666 A,2MASS J17190373-4638109,1,1,1,0,0,0,0,17h19m02.95s,-46d38m11.4s,8.80,0.09,-0.09,5.520,0.020,VT-G,0.790,0.020,BVT-G-Red,M0V,0.520,0.060,V-K
HIP 84862,HIP 84862,HD 157214,GJ 672,2MASS J17203955+3228056,1,0,1,0,1,1,0,17h20m39.47s,+32d28m13.0s,14.33,,,5.380,0.020,VT,0.620,0.000,G,G0V,1.300,0.060,V-K
HIP 84893,HIP 84893,HD 156897,GJ 670 A,2MASS J17210038-2106463 A,1,1,0,0,0,0,0,17h21m00.21s,-21d06m44.8s,17.36,,,4.390,0.020,VT-G,0.370,0.020,BVT-G-Blue,F2/3V,4.420,0.100,B-V
HIP 85340,HIP 85340,HD 157792,GJ 673.1,2MASS J17262221-2410308,1,1,0,0,0,0,0,17h26m22.22s,-24d10m30.1s,25.50,0.26,-0.25,4.150,0.020,VT,0.280,0.000,G,A3MF0(IV),11.620,0.100,B-V
GJ 676 A,HIP 85647,,GJ 676 A,2MASS J17301119-5138132,1,0,1,0,0,1,4,17h30m11.45s,-51d38m11.5s,16.45,0.51,-0.48,9.590,0.010,Koen,1.440,0.010,Koen,M0,0.110,0.080,V-K
HIP 85667 A,HIP 85667 A,HD 158614 A,GJ 678 A,2MASS J17302380-0103459 A,1,0,1,1,0,0,0,17h30m23.87s,-01d03m45.0s,16.34,0.17,-0.16,5.310,0.010,G,0.720,0.010,G,G6V,1.900,0.110,B-V
HIP 86032,HIP 86032,HD 159561,GJ 681,2MASS J17345606+1233361,1,1,1,0,0,0,0,17h34m56.00s,+12d33m38.1s,14.90,0.30,-0.29,2.080,0.000,G,0.160,0.000,G,A5III,26.870,0.040,V-K
HIP 86201,HIP 86201,HD 160922,GJ 4017,2MASS J17365709+6845282,1,1,0,0,0,0,0,17h36m57.09s,+68d45m25.9s,23.16,,,4.770,0.020,VT,0.430,0.010,G,F5V,5.610,0.100,B-V
HIP 86486,HIP 86486,HD 160032,GJ 686.2,2MASS J17402381-4924560,1,1,0,0,0,0,0,17h40m23.73s,-49d24m54.6s,21.45,0.22,-0.21,4.750,0.020,VT,0.400,0.020,BVT-G-Blue,F2V,4.860,0.110,B-V
HIP 86614,HIP 86614,HD 162003,GJ 694.1 A,2MASS J17415635+7208561,1,1,0,0,0,0,0,17h41m56.31s,+72d08m58.2s,22.84,0.23,-0.23,4.550,0.020,VT,0.430,0.020,BVT-Blue,F5IV-V,6.720,0.070,V-K
HIP 86736,HIP 86736,HD 160915,GJ 692,2MASS J17432580-2140593,1,1,0,0,1,0,0,17h43m25.85s,-21d40m59.1s,17.65,,,4.860,0.020,VT,0.470,0.020,G,F6/7V,3.020,0.100,B-V
HIP 86742,HIP 86742,HD 161096,,2MASS J17432835+0434022,1,1,0,0,0,0,0,17h43m28.38s,+04d34m00.9s,25.09,,,2.750,0.020,VT,1.190,0.020,BVT-G-Red,K2III,63.860,0.060,V-K
HD 160691,HIP 86796,HD 160691,GJ 691,2MASS J17440870-5150027,1,1,1,0,0,1,4,17h44m08.72s,-51d50m00.9s,15.51,,,5.120,0.020,VT,0.690,0.020,G,G3IV/V,2.010,0.100,B-V
HIP 86974,HIP 86974,HD 161797,GJ 695 A,2MASS J17462752+2743142,1,1,1,1,0,1,0,17h46m27.72s,+27d43m21.0s,8.31,,,3.410,0.020,VT,0.750,0.020,G,G5IV,2.780,0.060,V-K
HIP 88175,HIP 88175,HD 164259,GJ 699.2,2MASS J18002899-0341250,1,1,0,0,1,0,0,18h00m28.92s,-03d41m24.6s,23.55,0.24,-0.23,4.620,0.020,VT-G,0.370,0.020,BVT-G-Blue,F2IV,6.610,0.060,V-K
HIP 88601 A,HIP 88601 A,HD 165341,GJ 702 A,2MASS J18052735+0229585 A,1,1,1,1,0,0,0,18h05m27.21s,+02d30m08.8s,5.10,0.05,-0.05,4.030,0.010,G,0.860,0.010,G,K0V,0.680,0.050,V-K
HIP 88635,HIP 88635,HD 165135,,2MASS J18054848-3025265,1,1,0,0,0,0,0,18h05m48.52s,-30d25m25.1s,29.70,0.30,-0.29,2.950,0.020,VT-G,1.020,0.020,BVT-G-Red,K0III,66.220,0.060,V-K
HIP 88745 A,HIP 88745 A,HD 165908,GJ 704 A,2MASS J18070158+3033434 A,1,0,1,0,0,0,0,18h07m01.61s,+30d33m42.7s,15.64,0.16,-0.15,5.070,0.020,VT,0.500,0.020,BVT-Red,F7V,2.050,0.060,V-K
HIP 88771,HIP 88771,HD 165777,GJ 9615 A,2MASS J18072099+0933497,1,1,0,0,0,0,0,18h07m21.02s,+09d33m49.2s,26.63,0.27,-0.26,3.700,0.020,VT,0.140,0.020,BVT-Blue,A4IVs,20.100,0.060,V-K
