kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
9347899,K00935.04,,CANDIDATE,CANDIDATE,,,,,,9.61686,0.00021,-0.00021,142.5027,0.008,-0.008,0.89,0.18,-0.18,3.4127,,,196,,,1.88,,,965.0,,,,,,11.60,,,6345.00,,,4.420,,,1.1000,,,19h36m05.52s,+45d51m11.1s,15.237,
9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,,,,,,9.467839,2.1e-05,-2.1e-05,178.41507,0.00076,-0.00076,0.76,0.45,-0.45,2.6326,,,2249,,,2.69,,,439.0,,,,,,96.20,,,3684.00,,,4.740,,,0.5200,,,18h54m55.69s,+45d57m31.6s,15.073,
9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,,,,,,0.8930477,2.8e-06,-2.8e-06,134.53814,0.00038,-0.00038,0.75,0.46,-0.46,1.1894,,,739,,,1.54,,,956.0,,,,,,72.30,,,3684.00,,,4.740,,,0.5200,,,18h54m55.69s,+45d57m31.6s,15.073,
5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,,,,,,21.222534,9.3e-05,-9.3e-05,137.5738,0.0017,-0.0017,0.01,0.76,-0.76,6.4708,,,366,,,2.71,,,793.0,,,,,,78.30,,,5871.00,,,4.150,,,1.4300,,,19h21m34.26s,+40d17m05.5s,12.365,
9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,,,,,,20.83495,0.00018,-0.00018,176.578,0.0032,-0.0032,0.34,0.99,-0.99,4.0548,,,1004,,,2.72,,,575.0,,,,,,31.40,,,5349.00,,,4.540,,,0.8700,,,19h32m04.39s,+45d54m52.9s,15.412,
9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,,,,,,9.946049,6.7e-05,-6.7e-05,171.7002,0.0024,-0.0024,0.83,0.36,-0.36,3.4912,,,1037,,,3.16,,,730.0,,,,,,40.00,,,5342.00,,,4.550,,,0.8600,,,19h44m15.42s,+45d58m36.6s,15.596,
9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,,,,,,1.045632,1.4e-05,-1.4e-05,133.9141,0.0024,-0.0024,0.77,0.42,-0.42,1.8348,,,227,,,1.38,,,1548.0,,,,,,19.20,,,5342.00,,,4.550,,,0.8600,,,19h44m15.42s,+45d58m36.6s,15.596,
9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,,,,,,5.71442,0.0001,-0.0001,132.6477,0.0064,-0.0064,0.89,0.31,-0.31,2.322,,,282,,,1.74,,,879.0,,,,,,12.00,,,5342.00,,,4.550,,,0.8600,,,19h44m15.42s,+45d58m36.6s,15.596,
9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,,,,,,3.388008,3.4e-05,-3.4e-05,170.5325,0.003,-0.003,0.54,0.4,-0.4,2.7145,,,294,,,1.57,,,1133.0,,,,,,25.20,,,5649.00,,,4.530,,,0.9100,,,19h30m19.31s,+46d05m50.6s,15.065,
9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,,,,,,5.839061,7.7e-05,-7.7e-05,132.0944,0.0046,-0.0046,0.59,0.39,-0.39,3.1245,,,286,,,1.57,,,939.0,,,,,,20.30,,,5649.00,,,4.530,,,0.9100,,,19h30m19.31s,+46d05m50.6s,15.065,
9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,,,,,,1.620436,2.2e-05,-2.2e-05,132.0694,0.0034,-0.0034,0.53,0.39,-0.39,2.1337,,,137,,,1.13,,,1446.0,,,,,,15.70,,,5649.00,,,4.530,,,0.9100,,,19h30m19.31s,+46d05m50.6s,15.065,
9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,,,,,,10.68176,0.00018,-0.00018,131.55,0.0062,-0.0062,0.66,0.36,-0.36,3.5771,,,303,,,1.65,,,771.0,,,,,,17.20,,,5649.00,,,4.530,,,0.9100,,,19h30m19.31s,+46d05m50.6s,15.065,
9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,,,,,,6.104862,1.1e-05,-1.1e-05,169.57151,0.00055,-0.00055,0.02,0.27,-0.27,4.6174,,,2084,,,3.67,,,837.0,,,,,,131.70,,,5284.00,,,4.570,,,0.8300,,,19h48m10.95s,+46d01m38.5s,15.017,
9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,,,,,,6.581501,1.7e-05,-1.7e-05,174.78619,0.00076,-0.00076,0.03,0.6,-0.6,3.0976,,,2261,,,4.14,,,821.0,,,,,,99.30,,,4998.00,,,4.460,,,0.9000,,,19h49m15.84s,+46d01m23.7s,15.471,
5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,,,,,,17.855149,1e-05,-1e-05,146.59692,0.00021,-0.00021,0.03,0.11,-0.11,7.4066,,,9271,,,13.23,,,876.0,,,,,,898.60,,,6419.00,,,4.260,,,1.3800,,,19h49m48.90s,+41d00m39.6s,11.353,
11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,,,,,,12.69115,0.00011,-0.00011,137.1212,0.0031,-0.0031,0.9,0.11,-0.11,4.1529,,,262,,,3,,,990.0,,,,,,36.00,,,5899.00,,,4.070,,,1.5800,,,19h31m42.99s,+48d36m10.1s,12.935,
9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,,,,,,2.382665,1.3e-05,-1.3e-05,170.6632,0.0013,-0.0013,0.54,0.51,-0.51,1.8525,,,677,,,2.37,,,1153.0,,,,,,38.60,,,4998.00,,,4.460,,,0.9000,,,19h49m15.84s,+46d01m23.7s,15.471,
9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,,,,,,24.66454,0.00011,-0.00011,189.0203,0.0013,-0.0013,0.84,0.33,-0.33,2.9456,,,2430,,,5.1,,,528.0,,,,,,59.60,,,4998.00,,,4.460,,,0.9000,,,19h49m15.84s,+46d01m23.7s,15.471,
9512687,K00942.01,Kepler-735 b,CONFIRMED,CANDIDATE,,,,,,11.515093,4.7e-05,-4.7e-05,174.8597,0.0014,-0.0014,0.71,0.6,-0.6,2.0548,,,1366,,,3.08,,,627.0,,,,,,48.30,,,4997.00,,,4.600,,,0.7800,,,18h58m45.33s,+46d10m20.1s,15.386,
9513865,K00943.01,Kepler-736 b,CONFIRMED,CANDIDATE,,,,,,3.601449,1.8e-05,-1.8e-05,171.9918,0.0015,-0.0015,0.24,1,-1,2.2486,,,839,,,2.23,,,968.0,,,,,,43.80,,,5178.00,,,4.580,,,0.7900,,,19h01m33.92s,+46d10m51.4s,15.733,
9595686,K00944.01,,CANDIDATE,CANDIDATE,,,,,,3.1082511,5.9e-06,-5.9e-06,170.24404,0.00058,-0.00058,0.9,0.14,-0.14,2.5337,,,1869,,,4.29,,,1046.0,,,,,,122.20,,,5166.00,,,4.520,,,0.8200,,,19h39m11.94s,+46d12m27.2s,15.361,
9605514,K00945.01,Kepler-1666 b,CONFIRMED,CANDIDATE,,,,,,25.84723,0.00045,-0.00045,188.8755,0.0051,-0.0051,0.56,0.41,-0.41,6.1635,,,536,,,2.27,,,627.0,,,,,,23.30,,,6059.00,,,4.500,,,0.9500,,,19h51m48.38s,+46d15m53.0s,15.083,
9605514,K00945.02,Kepler-1666 c,CONFIRMED,CANDIDATE,,,,,,40.71652,0.00065,-0.00065,146.3595,0.0056,-0.0056,0.6,0.39,-0.39,7.0083,,,725,,,2.64,,,538.0,,,,,,25.70,,,6059.00,,,4.500,,,0.9500,,,19h51m48.38s,+46d15m53.0s,15.083,
9661877,K00946.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,20.4270216,,,176.71813,,,,,,2.6,,,1769,,,,,,,,,,,,55.20,,,5730.00,,,4.524,,,,,,19h46m38.20s,+46d22m55.8s,15.163,
9710326,K00947.01,Kepler-737 b,CONFIRMED,CANDIDATE,,,,,,28.59878,0.00019,-0.00019,189.9282,0.002,-0.002,0.89,0.25,-0.25,4.0377,,,1607,,,2.49,,,314.0,,,,,,41.10,,,3829.00,,,4.740,,,0.5200,,,19h27m27.08s,+46d25m45.3s,15.190,
9766437,K00949.01,Kepler-739 b,CONFIRMED,CANDIDATE,,,,,,12.532507,7.2e-05,-7.2e-05,170.7639,0.002,-0.002,0.025,0.028,-0.028,3.9195,,,1169,,,2.92,,,731.0,,,,,,50.70,,,5733.00,,,4.540,,,0.8700,,,19h20m16.32s,+46d34m44.9s,15.485,
11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,,,,,,31.71987,0.00032,-0.00032,142.819,0.0038,-0.0038,0.918,0.097,-0.097,5.3504,,,364,,,3.58,,,731.0,,,,,,37.00,,,5899.00,,,4.070,,,1.5800,,,19h31m42.99s,+48d36m10.1s,12.935,
9772531,K00950.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,31.2016953,,,183.40686,,,,,,3.41,,,30200,,,,,,,,,,,,437.00,,,3871.00,,,4.742,,,,,,19h30m37.69s,+46d32m14.4s,15.798,
9775938,K00951.01,Kepler-258 b,CONFIRMED,CANDIDATE,,,,,,13.197244,3.7e-05,-3.7e-05,171.54397,0.00096,-0.00096,0.39,0.76,-0.76,3.4759,,,2117,,,3.74,,,600.0,,,,,,101.00,,,4767.00,,,4.510,,,0.8300,,,19h36m16.44s,+46d34m45.6s,15.223,
9775938,K00951.02,Kepler-258 c,CONFIRMED,CANDIDATE,,,,,,33.65304,0.00031,-0.00031,147.8,0.0035,-0.0035,0.59,0.67,-0.67,4.1737,,,1142,,,2.87,,,439.0,,,,,,36.00,,,4767.00,,,4.510,,,0.8300,,,19h36m16.44s,+46d34m45.6s,15.223,
9787239,K00952.01,Kepler-32 b,CONFIRMED,CANDIDATE,,,,,,5.901275,2.8e-05,-2.8e-05,171.4065,0.0014,-0.0014,0.72,0.62,-0.62,2.3472,,,1501,,,2.25,,,548.0,,,,,,47.30,,,3911.00,,,4.740,,,0.5400,,,19h51m22.18s,+46d34m27.4s,15.801,
9787239,K00952.02,Kepler-32 c,CONFIRMED,CANDIDATE,,,,,,8.752064,5.3e-05,-5.3e-05,170.635,0.0019,-0.0019,0.78,0.57,-0.57,2.4562,,,1296,,,2.15,,,480.0,,,,,,35.20,,,3911.00,,,4.740,,,0.5400,,,19h51m22.18s,+46d34m27.4s,15.801,
9787239,K00952.03,Kepler-32 d,CONFIRMED,CANDIDATE,,,,,,22.78065,0.00016,-0.00016,155.2036,0.0024,-0.0024,0.78,0.57,-0.57,3.4349,,,1939,,,2.64,,,350.0,,,,,,38.50,,,3911.00,,,4.740,,,0.5400,,,19h51m22.18s,+46d34m27.4s,15.801,
9787239,K00952.04,Kepler-32 e,CONFIRMED,CANDIDATE,,,,,,2.896034,3.8e-05,-3.8e-05,133.6106,0.0037,-0.0037,0.73,0.62,-0.62,1.7733,,,401,,,1.15,,,695.0,,,,,,16.00,,,3911.00,,,4.740,,,0.5400,,,19h51m22.18s,+46d34m27.4s,15.801,
9820483,K00953.01,Kepler-740 b,CONFIRMED,CANDIDATE,,,,,,3.5840842,7.3e-06,-7.3e-06,170.42853,0.00065,-0.00065,0.66,0.42,-0.42,2.8503,,,2685,,,4.76,,,1056.0,,,,,,126.20,,,5491.00,,,4.540,,,0.8800,,,19h05m55.74s,+46d41m32.8s,15.954,
9823457,K00954.01,Kepler-259 b,CONFIRMED,CANDIDATE,,,,,,8.115313,4.5e-05,-4.5e-05,174.5198,0.0019,-0.0019,0.76,0.54,-0.54,2.9428,,,849,,,2.72,,,835.0,,,,,,35.20,,,5677.00,,,4.540,,,0.8600,,,19h12m50.87s,+46d36m54.0s,15.219,
9823457,K00954.02,Kepler-259 c,CONFIRMED,CANDIDATE,,,,,,36.92564,0.00042,-0.00042,174.2181,0.004,-0.004,0.76,0.55,-0.55,4.9031,,,964,,,2.88,,,502.0,,,,,,23.80,,,5677.00,,,4.540,,,0.8600,,,19h12m50.87s,+46d36m54.0s,15.219,
11449844,K00125.01,Kepler-468 b,CONFIRMED,FALSE POSITIVE,,,,,,38.4787426,,,151.85233,,,,,,5.46,,,24036,,,,,,,,,,,,1660.00,,,5515.00,,,4.491,,,,,,19h15m36.53s,+49d22m13.8s,13.779,
9825625,K00955.01,Kepler-741 b,CONFIRMED,CANDIDATE,,,,,,7.039078,5.3e-05,-5.3e-05,175.7282,0.0026,-0.0026,0.86,0.12,-0.12,4.17,,,531,,,2.65,,,1001.0,,,,,,40.20,,,6121.00,,,4.460,,,1.0200,,,19h17m43.61s,+46d37m03.1s,15.067,
9875711,K00956.01,Kepler-742 b,CONFIRMED,CANDIDATE,,,,,,8.360847,1.9e-05,-1.9e-05,175.64499,0.0008,-0.0008,0.75,0.5,-0.5,2.8178,,,2104,,,3.78,,,648.0,,,,,,102.80,,,4580.00,,,4.560,,,0.7500,,,18h55m27.85s,+46d47m22.5s,15.223,
7661409,K00957.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.1404858,,,178.46962,,,,,,5.85,,,1218,,,,,,,,,,,,100.20,,,5850.00,,,4.440,,,,,,18h49m24.78s,+43d20m06.5s,15.246,
1026957,K00958.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,21.7612767,,,166.54036,,,,,,1.78,,,1285,,,,,,,,,,,,87.60,,,4845.00,,,4.602,,,,,,19h25m01.08s,+36d44m37.0s,12.559,
10002261,K00959.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,12.7137936,,,175.07182,,,,,,2.55,,,36597,,,,,,,,,,,,5168.00,,,3240.00,,,4.781,,,,,,19h10m14.33s,+46d57m25.5s,13.102,
8176650,K00960.01,,CANDIDATE,CANDIDATE,,,,,,15.8011078,5.3e-06,-5.3e-06,177.15245,0.00011,-0.00011,0.5,0.078,-0.078,6.3118,,,37859,,,14.97,,,586.0,,,,,,1121.90,,,5213.00,,,4.610,,,0.7500,,,19h41m52.96s,+44d00m38.7s,15.513,
8561063,K00961.01,Kepler-42 b,CONFIRMED,CANDIDATE,,,,,,1.2137703,2.2e-06,-2.2e-06,170.48283,0.00018,-0.00018,0.77,0.43,-0.43,0.5423,,,1595,,,2.86,,,1006.0,,,,,,73.60,,,4188.00,,,4.710,,,0.5600,,,19h28m52.57s,+44d37m09.0s,15.920,
